course,skills,level,duration
Meta Android Developer,"{"" Mobile Development"","" Computer Programming"","" React (web framework)"","" Mobile Development Tools"","" Application Development"","" Software Engineering"","" Android Development"","" Other Programming Languages"","" Web Development"","" User Experience"","" Algorithms"","" Computer Science"","" Front-End Web Development"","" Javascript"","" Programming Principles"","" Cloud API"","" Collaboration"","" Communication"","" Data Management"","" Data Structures"","" Human Computer Interaction"","" Interactive Design"","" Linux"","" Problem Solving"","" Product Design"","" SQL"","" Software Architecture"","" Software Engineering Tools"","" Swift Programming"","" Web Design""}",Beginner , 3 - 6 Months
Business and Financial Modeling,"{"" Business Analysis"","" Data Analysis"","" Finance"","" General Statistics"","" Probability & Statistics"","" Financial Analysis"","" Statistical Analysis"","" Forecasting"","" Mathematics"","" Spreadsheet Software"","" Statistical Tests"","" Basic Descriptive Statistics"","" Data Model"","" Mathematical Theory & Analysis"","" Risk Management"","" Correlation And Dependence"","" Probability Distribution"","" Decision Making"","" Investment Management"","" Accounting"","" Leadership and Management"","" Regression"","" Financial Accounting"","" Microsoft Excel"","" Linear Algebra"","" Performance Management"","" Cash Management"","" General Accounting"","" Computer Programming""}",Beginner , 3 - 6 Months
AI For Business,"{"" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Data Analysis"","" Algorithms"","" Human Learning"","" Leadership and Management"","" Business Analysis"","" Decision Making"","" Human Resources"","" People Management"","" People Analysis"","" Artificial Neural Networks"","" Deep Learning"","" Business Transformation"","" Customer Analysis"","" Finance"","" Financial Accounting"","" Marketing"","" Probability & Statistics"","" Regulations and Compliance"","" Statistical Machine Learning"","" Strategy"","" User Experience"","" Big Data""}",Beginner , 3 - 6 Months
Intuit Academy Bookkeeping,"{"" Accounting"","" General Accounting"","" Financial Accounting"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Cash Management"","" Finance"","" Financial Management"","" Accounts Payable and Receivable"","" Cost Accounting"","" Inventory Management"","" Accounting Software"","" Taxes""}",Beginner , 3 - 6 Months
Google Business Intelligence,"{"" Business Intelligence"","" Data Management"","" Data Model"","" Extract"","" Transform"","" Load"","" Leadership and Management"","" Tableau Software""}",Advanced , 3 - 6 Months
Project Initiation: Starting a Successful Project,"{"" Project Management"","" Strategy and Operations"","" Collaboration"","" Communication"","" Leadership and Management"","" Planning""}",Beginner , 1 - 4 Weeks
Ask Questions to Make Data-Driven Decisions,"{"" Business Communication"","" Data Analysis"","" Spreadsheet Software"","" Big Data"","" Communication"","" Leadership and Management"","" Problem Solving"","" Small Data""}",Beginner , 1 - 4 Weeks
Meta Database Engineer,"{"" SQL"","" Databases"","" Statistical Programming"","" Python Programming"","" Database Design"","" Programming Principles"","" Algorithms"","" Computer Science"","" Big Data"","" Software Testing"","" Application Development"","" Collaboration"","" Communication"","" Computer Programming"","" Data Analysis"","" Data Management"","" Data Model"","" Data Structures"","" Data Warehousing"","" Database Administration"","" Database Application"","" Database Theory"","" Django (Web Framework)"","" Javascript"","" Linux"","" Problem Solving"","" Project Management"","" Software Engineering"","" Software Engineering Tools"","" Tableau Software"","" Tensorflow"","" Web Development""}",Beginner , 3 - 6 Months
Microsoft Cybersecurity Analyst,"{"" Cloud Computing"","" Computer Architecture"","" Cryptography"","" Data Management"","" Leadership and Management"","" Microsoft Azure"","" Network Security"","" Operating Systems""}",Beginner , 3 - 6 Months
Business Analytics,"{"" Data Analysis"","" Business Analysis"","" Probability & Statistics"","" Statistical Analysis"","" Leadership and Management"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Financial Analysis"","" Forecasting"","" Data Model"","" Mathematics"","" Performance Management"","" Strategy"","" Accounting"","" Customer Analysis"","" Human Resources"","" Human Resources Operations"","" Market Analysis"","" Market Research"","" Marketing"","" Mathematical Theory & Analysis"","" Operations Management"","" Operations Research"","" Organizational Development"","" People Analysis"","" People Management"","" Spreadsheet Software"","" Talent Management"","" Financial Accounting"","" People Development"","" Collaboration"","" Finance"","" Regulations and Compliance""}",Beginner , 3 - 6 Months
HRCI Human Resource Associate,"{"" Benefits"","" Employee Relations"","" Mergers & Acquisitions"","" Performance Management"","" Recruitment"","" Risk Management"","" Training""}",Beginner , 3 - 6 Months
Connect and Protect: Networks and Network Security,"{"" Network Security"","" Cloud Computing"","" Network Architecture""}",Beginner , 1 - 4 Weeks
Financial Markets,"{"" Finance"","" Investment Management"","" Risk Management"","" Banking"","" Behavioral Economics"","" Critical Thinking"","" Decision Making"","" Financial Analysis"","" Innovation"","" Regulations and Compliance"","" Leadership and Management""}",Beginner , 1 - 3 Months
Ciberseguridad de Google,"{"" Linux"","" Python Programming"","" SQL""}",Beginner , 3 - 6 Months
Indigenous Canada,"{"" Critical Thinking""}",Mixed , 1 - 3 Months
The Bits and Bytes of Computer Networking,"{"" Computer Networking"","" Network Architecture"","" Network Model"","" Networking Hardware"","" Network Analysis"","" Critical Thinking"","" Problem Solving"","" Computer Architecture"","" Human Computer Interaction"","" Network Security"","" Cloud Computing""}",Beginner , 1 - 3 Months
SAP Technology Consultant,"{"" Leadership and Management"","" Strategy and Operations"","" Cloud-Based Integration"","" Business Analysis"","" Business Transformation"","" Business Process Management"","" Cloud Applications"","" Strategy"","" Customer Analysis"","" Planning"","" Product Management"","" Project Management"","" Business Intelligence"","" Software As A Service"","" Supply Chain and Logistics"","" Cloud Standards"","" Cloud Computing"","" Network Architecture"","" Software Architecture"","" System Software"","" Communication""}",Beginner , 3 - 6 Months
IBM Machine Learning,"{"" Machine Learning"","" Machine Learning Algorithms"","" Human Learning"","" Statistical Machine Learning"","" Data Analysis"","" Algorithms"","" Probability & Statistics"","" Applied Machine Learning"","" Forecasting"","" General Statistics"","" Statistical Analysis"","" Regression"","" Deep Learning"","" Python Programming"","" Machine Learning Software"","" Artificial Neural Networks"","" Exploratory Data Analysis"","" Feature Engineering"","" Dimensionality Reduction"","" Statistical Tests"","" Reinforcement Learning"","" Data Model"","" Data Structures"","" Network Model"","" Tensorflow""}",Intermediate , 3 - 6 Months
"TESOL Certificate, Part 1: Teach English Now!","{"" Human Learning"","" Planning"","" Strategy"","" Mergers & Acquisitions""}",Beginner , 3 - 6 Months
Preparing for Google Cloud Certification: Cloud Architect,"{"" Google Cloud Platform"","" Cloud Computing"","" Cloud Applications"","" Cloud Engineering"","" Cloud Platforms"","" Cloud Infrastructure"","" Cloud Management"","" Cloud Storage"","" Other Cloud Platforms and Tools"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Networking"","" DevOps"","" Google App Engine"","" Computer Architecture"","" Kubernetes"","" Billing & Invoicing"","" Computer Security Models"","" Critical Thinking"","" Network Architecture"","" Computer Programming"","" Operational Analysis"","" Software Testing"","" Leadership and Management""}",Intermediate , 3 - 6 Months
IBM Introduction to Machine Learning,"{"" Machine Learning"","" Machine Learning Algorithms"","" Algorithms"","" Statistical Machine Learning"","" Human Learning"","" Probability & Statistics"","" Applied Machine Learning"","" Data Analysis"","" Regression"","" General Statistics"","" Feature Engineering"","" Machine Learning Software"","" Exploratory Data Analysis"","" Dimensionality Reduction"","" Statistical Analysis"","" Data Model"","" Statistical Tests"","" Data Structures""}",Intermediate , 3 - 6 Months
Advanced Learning Algorithms,"{"" Applied Machine Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Network Model"","" Tensorflow"","" Machine Learning Software"","" Python Programming""}",Beginner , 1 - 4 Weeks
Preparing for Google Cloud Certification: Cloud Engineer,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Applications"","" Cloud Engineering"","" Cloud Storage"","" Cloud Infrastructure"","" Cloud Management"","" Computer Networking"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Architecture"","" Google App Engine"","" Other Cloud Platforms and Tools"","" DevOps"","" Computer Programming Tools"","" Kubernetes"","" Network Architecture"","" Computer Programming"","" Billing & Invoicing"","" Leadership and Management""}",Intermediate , 3 - 6 Months
Architecting with Google Compute Engine,"{"" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Management"","" Other Cloud Platforms and Tools"","" Cloud Engineering"","" Cloud Storage"","" Cloud-Based Integration"","" Computer Networking"","" Google App Engine"","" Network Architecture"","" Computer Programming"","" Kubernetes"","" Leadership and Management""}",Intermediate , 3 - 6 Months
Prepare Data for Exploration,"{"" Data Management"","" Data Analysis"","" Databases"","" Microsoft Excel"","" SQL"","" Spreadsheet Software""}",Beginner , 1 - 3 Months
Neural Networks and Deep Learning,"{"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Python Programming"","" Computer Programming"","" Network Architecture"","" Network Model"","" Calculus"","" Human Learning"","" Regression"","" Mathematics""}",Intermediate , 1 - 4 Weeks
Microsoft 365 Fundamentals,"{"" Visual Design"","" Communication"","" Microsoft Excel"","" Data Visualization"","" Interactive Data Visualization"","" Spreadsheet Software"","" Computer Graphics"","" Critical Thinking"","" Data Analysis"","" Visualization (Computer Graphics)"","" Business Communication"","" Collaboration"","" Data Model"","" User Experience"","" Computer Graphic Techniques"","" Research and Design"","" Statistical Visualization"","" User Experience Design"","" Writing"","" Data Analysis Software"","" Graphic Design"","" Operational Analysis"","" Databases"","" Marketing Design"","" Software Architecture""}",Beginner , 3 - 6 Months
Leading the Modern Day Business,"{"" Leadership and Management"","" Strategy and Operations"","" Entrepreneurship"","" Marketing"","" Sales"","" Strategy"","" Business Analysis"","" Business Transformation"","" Product Management"","" Business Process Management"","" Creativity"","" Innovation"","" Planning"","" Product Strategy"","" Storytelling""}",Beginner , 3 - 6 Months
Gestión de Proyectos de Google,"{"" Leadership and Management"","" Project Management"","" Strategy and Operations"","" Organizational Development"","" Planning"","" Strategy"","" Collaboration"","" Communication"","" Adaptability"","" Change Management"","" Critical Thinking"","" Decision Making"","" Media Strategy & Planning"","" Process Analysis"","" Probability & Statistics"","" Risk Management"","" Scrum (Software Development)"","" Agile Software Development"","" Budget Management"","" Natural Language Processing"","" Product Management"","" Search Engine Optimization"","" Business Communication"","" Product Development"","" Software Engineering"","" Supply Chain and Logistics""}",Beginner , 3 - 6 Months
Digital Product Management,"{"" Agile Software Development"","" Product Management"","" Leadership and Management"","" Design and Product"","" Software Engineering"","" Product Development"","" Project Management"","" User Experience"","" Customer Analysis"","" Product Design"","" Research and Design"","" Data Analysis"","" Business Analysis"","" Communication"","" Continuous Delivery"","" Planning"","" Probability Distribution"","" Product Strategy"","" Strategy""}",Beginner , 3 - 6 Months
Modern Project Management,"{"" Business Analysis"","" Communication"","" Project Management"","" Risk Management""}",Beginner , 3 - 6 Months
Graphic Design,"{"" Graphic Design"","" Design and Product"","" Visual Design"","" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Creativity"","" Visualization (Computer Graphics)"","" Geometry"","" Interactive Design""}",Beginner , 3 - 6 Months
Leadership Skills,"{"" Communication"","" Conflict Management"","" Leadership and Management"","" People Management""}",Beginner , 1 - 3 Months
Improve Your English Communication Skills,"{"" Communication"","" Writing"","" Business Communication"","" Professional Development""}",Beginner , 3 - 6 Months
The Materiality of ESG Factors,"{"" Risk Management"","" Leadership and Management"","" Investment Management"","" Regulations and Compliance"","" Business Analysis"","" Decision Making"","" Strategy and Operations"","" Performance Management"","" Strategy"","" Critical Thinking"","" Financial Analysis"","" Business Research"","" Business Transformation"","" Change Management"","" Finance"","" Conflict Management"","" Data Analysis"","" Organizational Development"","" Supply Chain and Logistics"","" Human Resources"","" Innovation"","" Leadership Development"","" People Development"","" Public Relations"","" Resilience"","" Supplier Relationship Management""}",Beginner , 3 - 6 Months
Regulatory Compliance,"{"" Regulations and Compliance"","" Critical Thinking"","" Leadership and Management"","" Organizational Development"","" Risk Management"","" Strategy and Operations"","" Strategy"","" Finance"","" Decision Making"","" Employee Relations"","" Problem Solving"","" Communication"","" Operations Management"","" Brand Management"","" Data Management""}",Intermediate , 3 - 6 Months
Preparing for Google Cloud Certification: Machine Learning Engineer,"{"" Machine Learning"","" Google Cloud Platform"","" Applied Machine Learning"","" Cloud Computing"","" Human Learning"","" Machine Learning Software"","" Cloud Platforms"","" Machine Learning Algorithms"","" Tensorflow"","" Deep Learning"","" Feature Engineering"","" Artificial Neural Networks"","" Training"","" DevOps"","" Exploratory Data Analysis"","" Python Programming"","" Cloud-Based Integration"","" Data Analysis"","" Data Visualization"","" Big Data"","" Probability & Statistics"","" Regression"","" Statistical Programming"","" Statistical Visualization"","" Algorithms"","" Continuous Integration"","" SQL"","" Cloud API"","" Apache"","" Extract"","" Transform"","" Load"","" Docker (Software)""}",Intermediate , 3 - 6 Months
Preparing for Google Cloud Certification: Cloud DevOps Engineer,"{"" DevOps"","" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Communication"","" Leadership and Management"","" Cloud Engineering"","" Cloud Infrastructure"","" Cloud Platforms"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Collaboration"","" Cloud-Based Integration"","" Design and Product"","" Entrepreneurship"","" Product Development"","" Product Management"","" Strategy and Operations"","" Google App Engine"","" Research and Design"","" Kubernetes"","" Docker (Software)"","" Culture""}",Beginner , 3 - 6 Months
Google Cloud Database Engineer,"{"" Cloud Computing"","" Google Cloud Platform"","" Databases"","" Cloud Platforms"","" Cloud Applications"","" Cloud Engineering"","" Cloud Infrastructure"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Data Management"","" Google App Engine"","" Database Administration"","" Database Application"","" Kubernetes"","" SQL"","" Data Analysis"","" PostgreSQL""}",Intermediate , 3 - 6 Months
Project Planning: Putting It All Together,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Entrepreneurship"","" Finance"","" Planning"","" Supply Chain and Logistics"","" Budget Management"","" Communication"","" Risk Management"","" Procurement""}",Beginner , 1 - 3 Months
AWS Cloud Technology Consultant,"{"" Amazon Web Services"","" Cloud API"","" Cloud Computing"","" Cloud Infrastructure"","" Cloud Storage"","" Continuous Integration"","" Customer Support"","" Data Analysis"","" Data Architecture"","" DevOps"","" Information Technology"","" Leadership and Management"","" Project Management"","" Python Programming"","" Software Architecture"","" Software Testing"","" Strategy"","" Web Development""}",Beginner , 3 - 6 Months
Architecting with Google Kubernetes Engine,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Kubernetes"","" Cloud Engineering"","" Cloud Infrastructure"","" Cloud Management"","" Cloud Applications"","" Cloud Storage"","" DevOps"","" Other Cloud Platforms and Tools"","" Google App Engine"","" Cloud Standards"","" Cloud-Based Integration"","" Billing & Invoicing"","" Account Management""}",Beginner , 3 - 6 Months
"Start the UX Design Process: Empathize, Define, and Ideate","{"" Audit"","" Collaboration"","" Human Computer Interaction"","" User Experience"","" User Experience Design"","" User Research""}",Beginner , 1 - 4 Weeks
Preparing for Google Cloud Certification: Cloud Developer,"{"" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud API"","" Cloud Engineering"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud Load Balancing"","" Cloud-Based Integration"","" DevOps"","" Application Development"","" Google App Engine"","" Software Architecture"","" Computer Architecture"","" Back-End Web Development"","" Docker (Software)"","" Kubernetes""}",Intermediate , 3 - 6 Months
What is Data Science?,"{"" Data Science"","" Data Mining"","" Big Data"","" Data Analysis"","" Deep Learning"","" Machine Learning"","" Regression"","" Writing""}",Beginner , 1 - 4 Weeks
Attract and Engage Customers with Digital Marketing,"{"" Digital Marketing"","" Marketing"","" Search Engine Optimization"","" Marketing Management"","" Advertising"","" Media Strategy & Planning"","" Persona Research"","" Web Design"","" Web Development"","" Web Development Tools""}",Beginner , 1 - 4 Weeks
AWS Cloud Solutions Architect,"{"" Amazon Web Services"","" Cloud Computing"","" Cloud Storage"","" Data Management"","" Big Data"","" Cloud Applications"","" Cloud Engineering"","" Cloud Platforms"","" Data Analysis"","" Data Warehousing"","" Extract"","" Transform"","" Load"","" Cloud Management"","" Data Architecture"","" Cloud Infrastructure"","" Data Visualization"","" Database Design"","" Leadership and Management"","" Machine Learning"","" Software Architecture""}",Intermediate , 3 - 6 Months
Learn SQL Basics for Data Science,"{"" Databases"","" SQL"","" Data Management"","" Data Analysis"","" Big Data"","" Data Model"","" Exploratory Data Analysis"","" Database Administration"","" Problem Solving"","" Database Theory"","" Database Design"","" Business Analysis"","" Database Application"","" Extract"","" Transform"","" Load"","" Critical Thinking"","" Apache"","" Computer Programming Tools"","" Data Architecture"","" Distributed Computing Architecture"","" Statistical Tests"","" Data Science""}",Beginner , 3 - 6 Months
Construction Management,"{"" Project Management"","" Leadership and Management"","" Strategy and Operations"","" Planning"","" Estimation"","" Operations Management"","" Budget Management"","" Accounting"","" Decision Making"","" Finance"","" Cost Accounting"","" Critical Thinking"","" Mathematical Theory & Analysis"","" Financial Accounting"","" Performance Management"","" Strategy"","" Financial Analysis"","" Investment Management"","" Financial Management"","" Process Analysis"","" Risk Management"","" Computational Logic"","" Network Model"","" Statistical Visualization"","" Collaboration"","" Innovation"","" Change Management"","" Business Transformation"","" Supply Chain and Logistics"","" Market Analysis"","" Entrepreneurship"","" Human Factors (Security)""}",Beginner , 3 - 6 Months
Salesforce Sales Operations,"{"" Sales"","" Salesforce"","" Customer Relationship Management"","" Sales Systems"","" Account Management"","" Leadership and Management"","" Strategy and Operations"","" Business Process Management"","" Customer Success"","" Marketing"","" Operations Management"","" Strategy"","" B2B Sales"","" Data Visualization Software"","" Databases"","" Business Analysis"","" Data Visualization""}",Beginner , 3 - 6 Months
Preparing for Google Cloud Certification: Cloud Security Engineer,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Engineering"","" Cloud Infrastructure"","" Network Security"","" Computer Networking"","" Computer Security Models"","" Cloud Applications"","" Cloud Management"","" Cloud Storage"","" Network Architecture"","" Software Security"","" System Security"","" Other Cloud Platforms and Tools"","" Security Engineering"","" Security Strategy"","" Cloud-Based Integration"","" Google App Engine"","" Network Model"","" Computer Security Incident Management"","" Software-Defined Networking"","" Security Software"","" Kubernetes"","" Leadership and Management""}",Intermediate , 3 - 6 Months
AWS Fundamentals,"{"" Amazon Web Services"","" Cloud Computing"","" Cloud Management"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Applications"","" Cloud Engineering"","" Cloud Storage"","" Cloud API"","" Cloud-Based Integration"","" Network Security"","" Computer Security Models"","" Security Engineering"","" Security Software"","" Security Strategy"","" System Security"","" Cloud Standards"","" Computer Programming Tools"","" Distributed Computing Architecture"","" Data Management"","" Database Design"","" Databases"","" Software Architecture"","" Data Architecture"","" Continuous Delivery"","" Leadership and Management"","" Data Analysis""}",Beginner , 3 - 6 Months
Data Analysis and Presentation Skills: the PwC Approach,"{"" Data Analysis"","" Business Analysis"","" Data Management"","" Data Visualization"","" Microsoft Excel"","" Data Analysis Software"","" Spreadsheet Software"","" Problem Solving"","" Statistical Analysis"","" Interactive Data Visualization"","" Statistical Visualization"","" Extract"","" Transform"","" Load"","" Data Model"","" Data Visualization Software"","" Exploratory Data Analysis"","" General Statistics"","" Big Data"","" Critical Thinking"","" Professional Development"","" Decision Making"","" Communication"","" Business Communication"","" Storytelling"","" Business Process Management"","" Customer Analysis"","" Forecasting"","" Visual Design"","" Planning""}",Beginner , 3 - 6 Months
Developing Applications with Google Cloud,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Applications"","" Cloud Platforms"","" Cloud API"","" Cloud Infrastructure"","" Other Cloud Platforms and Tools"","" Cloud Engineering"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Application Development"","" Google App Engine"","" Software Architecture"","" Computer Architecture"","" Back-End Web Development"","" Kubernetes""}",Intermediate , 3 - 6 Months
Supply Chain Management,"{"" Supply Chain Systems"","" Supply Chain and Logistics"","" Planning"","" Strategy and Operations"","" Business Process Management"","" Inventory Management"","" Leadership and Management"","" Operations Management"","" Continuous Delivery"","" Critical Thinking"","" Data Analysis"","" Estimation"","" Forecasting"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Strategy"","" Supplier Relationship Management"","" Warehouse Management"","" Probability & Statistics"","" Transportation Operations Management"","" Material Handling"","" Shipping and Receiving"","" Performance Management""}",Beginner , 3 - 6 Months
Google Marketing Digital e E-Commerce,"{"" E-Commerce"","" Marketing"","" Search Engine Optimization"","" Strategy""}",Beginner , 3 - 6 Months
Preparing for Google Cloud Certification: Cloud Data Engineer,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Big Data"","" Data Management"","" Data Analysis"","" Data Analysis Software"","" Databases"","" Computer Networking"","" Applied Machine Learning"","" Data Warehousing"","" Machine Learning"","" SQL"","" Communication"","" Cloud Storage"","" Data Architecture"","" Human Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Algorithms"","" Cloud Applications"","" Cloud Infrastructure"","" Distributed Computing Architecture"","" Other Cloud Platforms and Tools"","" Leadership and Management"","" Network Security"","" Problem Solving"","" Apache"","" Python Programming"","" Feature Engineering"","" Statistical Programming"","" Tensorflow""}",Intermediate , 3 - 6 Months
Diseño de Experiencia del Usuario (UX) de Google,"{"" User Experience"","" User Experience Design"","" Research and Design"","" Visual Design"","" Communication"","" Design and Product"","" Persona Research"","" Product Design"","" User Research"","" Adaptability"","" Graphic Design"","" Collaboration"","" Leadership and Management"","" Mobile Development"","" Planning"","" Web Design"","" Audit""}",Beginner , 3 - 6 Months
Preparing for Google Cloud Certification: Cloud Network Engineer,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Engineering"","" Cloud Infrastructure"","" Computer Networking"","" Cloud Applications"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Network Architecture"","" Network Model"","" Network Security"","" Software-Defined Networking"","" Google App Engine"","" Security Strategy"","" Kubernetes"","" Leadership and Management""}",Intermediate , 3 - 6 Months
Security in Google Cloud,"{"" Google Cloud Platform"","" Cloud Computing"","" Cloud Platforms"","" Cloud Infrastructure"","" Cloud Management"","" Security Engineering"","" System Security"","" Cloud Applications"","" Cloud Engineering"","" Computer Security Models"","" Other Cloud Platforms and Tools"","" Cloud Storage"","" Network Security"","" Security Software"","" Security Strategy"","" Software Security"","" Cloud-Based Integration"","" Google App Engine"","" Kubernetes""}",Intermediate , 3 - 6 Months
Networking in Google Cloud,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Engineering"","" Cloud Infrastructure"","" Computer Networking"","" Cloud Applications"","" Other Cloud Platforms and Tools"","" Cloud Management"","" Cloud Storage"","" Cloud-Based Integration"","" Network Architecture"","" Network Model"","" Network Security"","" Software-Defined Networking"","" Google App Engine"","" Security Strategy"","" Kubernetes"","" Leadership and Management""}",Intermediate , 3 - 6 Months
Security Analyst Fundamentals,"{"" Security Strategy"","" Computer Security Incident Management"","" Python Programming"","" Cyberattacks"","" DevOps"","" Mobile Security"","" Software Security"","" System Software"","" Computer Programming"","" Leadership and Management""}",Beginner , 3 - 6 Months
Introduction to Statistics,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Critical Thinking"","" Basic Descriptive Statistics"","" Data Analysis"","" Statistical Tests"","" Mathematics"","" Problem Solving"","" Statistical Visualization""}",Beginner , 1 - 3 Months
Introduction to Data Analytics,"{"" Data Analysis"","" Databases"","" Python Programming"","" SQL"","" Data Management"","" Data Mining"","" Data Science"","" NoSQL"","" R Programming"","" Microsoft Excel""}",Beginner , 1 - 3 Months
Introduction to Generative AI,"{"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning""}",Beginner , 1 - 4 Weeks
"Data Engineering, Big Data, and Machine Learning on GCP","{"" Google Cloud Platform"","" Cloud Computing"","" Cloud Platforms"","" Big Data"","" Data Analysis"","" Data Management"","" Applied Machine Learning"","" Data Warehousing"","" Machine Learning"","" SQL"","" Cloud Storage"","" Data Architecture"","" Human Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Algorithms"","" Cloud Applications"","" Cloud Infrastructure"","" Databases"","" Distributed Computing Architecture"","" Other Cloud Platforms and Tools"","" Apache"","" Python Programming"","" Feature Engineering"","" Statistical Programming"","" Tensorflow""}",Intermediate , 3 - 6 Months
Arizona State University TESOL,"{"" Human Learning"","" Strategy"","" Planning"","" Writing"","" Mergers & Acquisitions""}",Beginner , 3 - 6 Months
DevOps on AWS,"{"" Amazon Web Services"","" Cloud Computing"","" Continuous Integration"","" DevOps"","" Devops Tools"","" Continuous Delivery"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Management"","" Cloud Platforms"","" Cloud Standards"","" Software Testing"","" Software Engineering"","" Leadership and Management"","" Cloud Storage""}",Intermediate , 1 - 3 Months
Process Data from Dirty to Clean,"{"" Data Analysis"","" SQL"","" Spreadsheet Software"","" General Statistics"","" Databases"","" Extract"","" Transform"","" Load"","" Microsoft Excel""}",Beginner , 1 - 3 Months
Agile Project Management,"{"" Agile Software Development"","" Software Engineering"","" Project Management"","" Scrum (Software Development)"","" Strategy and Operations"","" Collaboration"","" Leadership and Management"","" Communication"","" Entrepreneurship"","" Product Management"","" Influencing"","" Problem Solving""}",Beginner , 1 - 4 Weeks
Microsoft Azure Data Engineering Associate (DP-203),"{"" Data Management"","" Microsoft Azure"","" Extract"","" Transform"","" Load"","" Cloud Computing"","" Big Data"","" Data Warehousing"","" Cloud-Based Integration"","" Cloud Storage"","" Data Architecture"","" Cloud Engineering"","" Cloud Platforms"","" Databases"","" SQL"","" Data Analysis"","" Cloud Applications"","" Data Structures"","" Distributed Computing Architecture"","" Cloud Management"","" Warehouse Management"","" Leadership and Management"","" NoSQL"","" Apache"","" Continuous Integration"","" Operational Analysis"","" Python Programming""}",Intermediate , 3 - 6 Months
Operating Systems and You: Becoming a Power User,"{"" Linux"","" Leadership and Management"","" Operating Systems""}",Beginner , 1 - 3 Months
Linear Algebra for Machine Learning and Data Science,"{"" Algebra"","" Linear Algebra"","" Mathematics"","" Python Programming"","" Critical Thinking"","" Dimensionality Reduction"","" Machine Learning Algorithms"","" Mathematical Theory & Analysis"","" Machine Learning""}",Beginner , 1 - 4 Weeks
Business Strategy,"{"" Strategy"","" Strategy and Operations"","" Leadership and Management"","" Entrepreneurship"","" Marketing"","" Sales"","" Market Analysis"","" Business Development"","" Business Analysis"","" Business Transformation"","" Finance"","" Investment Management"","" Planning"","" Product Strategy"","" Business Design"","" Decision Making"","" Research and Design""}",Beginner , 3 - 6 Months
Digital Marketing,"{"" Digital Marketing"","" Marketing"","" Market Analysis"","" Media Strategy & Planning"","" Social Media"","" Data Analysis"","" Market Research"","" Advertising"","" Communication"","" Customer Relationship Management"","" Strategy"","" Business Analysis"","" Data Visualization"","" Exploratory Data Analysis"","" Data Management"","" Brand Management"","" Marketing Management"","" Data Analysis Software"","" Decision Making"","" Marketing Design"","" Critical Thinking"","" Process Analysis"","" Business Communication"","" Business Intelligence"","" Business Transformation"","" Interactive Data Visualization"","" Collaboration"","" Innovation"","" Planning""}",Beginner , 3 - 6 Months
"HTML, CSS, and Javascript for Web Developers","{"" Front-End Web Development"","" HTML and CSS"","" Javascript"","" Web Development""}",Mixed , 1 - 3 Months
Entrepreneurship,"{"" Entrepreneurship"","" Strategy"","" Leadership and Management"","" Strategy and Operations"","" Planning"","" Business Development"","" Business Analysis"","" Entrepreneurial Finance"","" Innovation"","" Finance"","" Financial Management"","" Market Research"","" Business Design"","" Critical Thinking"","" Product Strategy"","" Business Psychology"","" Decision Making"","" Financial Accounting"","" Financial Analysis"","" Marketing"","" Accounting"","" Adaptability"","" User Research"","" Collaboration""}",Beginner , 3 - 6 Months
